ec5_uuid,created_at,uploaded_at,created_by,title,lat_1_Coordinates,long_1_Coordinates,accuracy_1_Coordinates,UTM_Easting_1_Coordinates,UTM_Northing_1_Coordinates,UTM_Zone_1_Coordinates,2_Data_Type,3_Value,4_Take_a_note_if_hel,5_Take_a_picture_if_
c4a882d2-c36a-4e01-b3e0-a7b9fd740c8f,2019-12-02T14:37:28.316Z,2019-12-02T14:37:42.000Z,alessandro.zacchera@gmail.com,Lighting,45.4866,9.185454,14,5037024,514492,32T,Lighting,7,,
1fc48ba7-a914-4b7c-9310-13c0069c499a,2019-12-02T14:36:54.995Z,2019-12-02T14:37:41.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.486587,9.185484,15,5037023,514494,32T,"Width of sidewalk",2,,
db86d0e7-a377-4d2d-ba6a-0e41033ca8e8,2019-12-02T14:36:27.893Z,2019-12-02T14:37:40.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.486575,9.185457,8,5037021,514492,32T,"Width of sidewalk",2,,
2a8610ff-ef11-46e8-b0d5-07a741dc39c6,2019-12-02T14:36:01.968Z,2019-12-02T14:37:38.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.486574,9.185459,6,5037021,514492,32T,"On-street parking",0,,
89270e53-14e1-4aaa-b18f-b10d6e21d7a5,2019-12-02T14:35:41.209Z,2019-12-02T14:37:37.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.486571,9.185451,5,5037021,514492,32T,"Number of lanes",1,,
51765d9a-17da-40a0-8c0d-da5f9c9fc934,2019-12-02T14:30:35.358Z,2019-12-02T14:31:14.000Z,alessandro.zacchera@gmail.com,"Curb ramps",45.486604,9.186181,9,5037025,514549,32T,"Curb ramps",2,,
444df134-b92c-41e7-afd7-5c55107bf22e,2019-12-02T14:29:53.475Z,2019-12-02T14:31:12.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.486621,9.185987,6,5037026,514534,32T,"On-street parking",1,,
c5dc9a6b-9b3a-416a-a34a-8be73b9c8c81,2019-12-02T14:29:35.985Z,2019-12-02T14:31:11.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.486603,9.185914,5,5037024,514528,32T,"Width of sidewalk",2.5,,
378cc8df-167f-4fe5-817d-f09541642aef,2019-12-02T14:28:52.349Z,2019-12-02T14:31:10.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.486629,9.185736,19,5037027,514514,32T,"Number of lanes",1,,
5185ba00-25a4-4274-b2f7-b82bd50e8dc4,2019-12-02T14:28:19.872Z,2019-12-02T14:28:24.000Z,alessandro.zacchera@gmail.com,Lighting,45.486784,9.185315,14,5037044,514481,32T,Lighting,6,,
26b42efd-bb88-437e-9dab-2fbf5d441434,2019-12-02T14:27:37.643Z,2019-12-02T14:27:50.000Z,alessandro.zacchera@gmail.com,Buffer,45.486964,9.185003,13,5037064,514457,32T,Buffer,0.5,,
eb377b55-46f6-44ab-880a-a95226aaa832,2019-12-02T14:26:07.626Z,2019-12-02T14:27:49.000Z,alessandro.zacchera@gmail.com,Buffer,45.487061,9.185209,7,5037075,514473,32T,Buffer,8,,
906142f5-68a5-4d38-bcec-4782e5731b67,2019-12-02T14:25:37.979Z,2019-12-02T14:27:47.000Z,alessandro.zacchera@gmail.com,Lighting,45.487235,9.185272,10,5037095,514477,32T,Lighting,5,,
96dbf68d-c02e-4471-b1bb-a8e5a893f882,2019-12-02T14:25:12.274Z,2019-12-02T14:27:46.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.487327,9.18533,7,5037105,514482,32T,"Width of sidewalk",2.5,,96dbf68d-c02e-4471-b1bb-a8e5a893f882_1575296708.jpg
dc15f842-4e56-4ea4-b7f4-6e159cb2c949,2019-12-02T14:24:40.637Z,2019-12-02T14:27:44.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.48737,9.185394,12,5037110,514487,32T,"On-street parking",1,,
480e65e2-a7f5-49c0-87ce-2bc4bd00407b,2019-12-02T14:24:21.474Z,2019-12-02T14:27:43.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.487702,9.186114,14,5037147,514543,32T,"Number of lanes",1,,
0836a6b2-de84-4cdd-ae4e-cf78686cc35b,2019-12-02T14:22:57.373Z,2019-12-02T14:23:14.000Z,alessandro.zacchera@gmail.com,Lighting,45.487659,9.185982,9,5037142,514533,32T,Lighting,5,,
0e17f533-449d-4449-bcf6-48c89fecb5ec,2019-12-02T14:22:18.740Z,2019-12-02T14:23:13.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.487661,9.18598,6,5037142,514533,32T,"Width of sidewalk",2.5,,
844fb514-733b-430e-87ee-7116b0bbebec,2019-12-02T14:21:52.033Z,2019-12-02T14:23:11.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.487738,9.185992,10,5037151,514534,32T,"On-street parking",1,,
47bf8e67-f676-4da4-8a20-df38d508a6b0,2019-12-02T14:21:35.274Z,2019-12-02T14:23:10.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.487674,9.185868,13,5037143,514524,32T,"Number of lanes",1,,
a5690340-3ef1-4024-9987-9bc800f2c7c8,2019-12-02T14:20:57.136Z,2019-12-02T14:23:09.000Z,alessandro.zacchera@gmail.com,"Curb ramps",45.487763,9.185557,5,5037153,514500,32T,"Curb ramps",0,,
544df273-4397-4ced-9e76-a2a3a0a41863,2019-12-02T14:20:17.704Z,2019-12-02T14:23:07.000Z,alessandro.zacchera@gmail.com,Lighting,45.487899,9.185469,7,5037168,514493,32T,Lighting,4,,
825044c4-ff7c-4991-b2a2-8c952f81e656,2019-12-02T14:19:50.695Z,2019-12-02T14:23:06.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.487954,9.185391,11,5037174,514487,32T,"Width of sidewalk",2.5,,825044c4-ff7c-4991-b2a2-8c952f81e656_1575296386.jpg
6a37bc21-ef0c-4621-bc17-5fd40f95acff,2019-12-02T14:19:18.665Z,2019-12-02T14:23:05.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.487962,9.185446,10,5037175,514491,32T,"On-street parking",1,,
9549c6dc-8b05-469c-addc-5a7dc5135d24,2019-12-02T14:18:56.827Z,2019-12-02T14:23:03.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.487978,9.18546,11,5037177,514492,32T,"Number of lanes",1,,
64febd70-e5c1-4f83-8fe7-66be8334ef1b,2019-12-02T14:17:23.829Z,2019-12-02T14:18:00.000Z,alessandro.zacchera@gmail.com,Lighting,45.48887,9.185638,15,5037276,514506,32T,Lighting,4,,
47271354-075c-498f-b722-944481f535c6,2019-12-02T14:16:54.686Z,2019-12-02T14:17:59.000Z,alessandro.zacchera@gmail.com,"Curb ramps",45.488636,9.185718,11,5037250,514512,32T,"Curb ramps",1,,
1fb89999-bda9-4ded-a5aa-076ce5d9847a,2019-12-02T14:16:14.657Z,2019-12-02T14:17:58.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.488572,9.185748,9,5037243,514514,32T,"Width of sidewalk",2.5,,
239b69dd-9543-46c5-b971-4d16340ec0e4,2019-12-02T14:15:37.572Z,2019-12-02T14:17:56.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.488505,9.185879,15,5037236,514525,32T,"On-street parking",1,,
a520a000-c2e9-4f33-a313-14622913f4fc,2019-12-02T14:15:15.836Z,2019-12-02T14:17:55.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.488492,9.185899,12,5037234,514526,32T,"Number of lanes",1,,
ea7ff382-b0d0-4b23-bde0-48ebd5b81d23,2019-12-02T14:13:30.475Z,2019-12-02T14:17:54.000Z,alessandro.zacchera@gmail.com,"Curb ramps",45.488284,9.186783,11,5037211,514595,32T,"Curb ramps",2,,
91f00513-5e2d-453f-9f76-4ad5f9878209,2019-12-02T14:13:02.166Z,2019-12-02T14:17:52.000Z,alessandro.zacchera@gmail.com,Lighting,45.488295,9.186746,9,5037213,514592,32T,Lighting,6,,
2e740276-7d7c-485a-85f8-9ac526b8e97e,2019-12-02T14:12:38.351Z,2019-12-02T14:17:51.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.488288,9.186776,8,5037212,514595,32T,"Width of sidewalk",2.5,,
effa7496-7128-4dfd-bd93-50d77f11da1f,2019-12-02T14:12:16.330Z,2019-12-02T14:17:50.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.488297,9.18678,8,5037213,514595,32T,"On-street parking",1,,
5311bbc5-2060-428f-a83b-0dd4b4e0ecf9,2019-12-02T14:11:59.622Z,2019-12-02T14:17:48.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.488185,9.186763,15,5037200,514594,32T,"Number of lanes",1,,
641d0d6e-4558-412c-a6f2-24d0f4f8cd51,2019-12-02T14:08:31.301Z,2019-12-02T14:17:47.000Z,alessandro.zacchera@gmail.com,Lighting,45.489122,9.187025,13,5037305,514614,32T,Lighting,6,,
59507a8b-3d7e-4f1a-99d7-7e23ca95f00d,2019-12-02T14:08:11.242Z,2019-12-02T14:17:46.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.489137,9.187023,13,5037306,514614,32T,"Width of sidewalk",2,,
054e6dfb-3429-4e6a-8d66-be75b68d03a9,2019-12-02T14:07:49.429Z,2019-12-02T14:17:44.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.489158,9.187011,14,5037308,514613,32T,"On-street parking",1,,
d7ae0bfe-04b7-4869-ac9c-76b37675d421,2019-12-02T14:07:29.504Z,2019-12-02T14:17:43.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.489188,9.186782,15,5037312,514595,32T,"Number of lanes",1,,
73f2b412-9ed9-425b-a7d5-82c8547057a0,2019-12-02T14:06:39.938Z,2019-12-02T14:17:41.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.489085,9.186649,14,5037300,514585,32T,"On-street parking",0,"Tram stop",
f2dfc91a-f021-4918-86b6-1efd1f7708e4,2019-12-02T14:05:38.664Z,2019-12-02T14:17:40.000Z,alessandro.zacchera@gmail.com,"Curb ramps",45.489103,9.1866,12,5037302,514581,32T,"Curb ramps",1,,
bb4e3699-050d-4382-b852-22d09bf2da76,2019-12-02T14:05:03.850Z,2019-12-02T14:17:39.000Z,alessandro.zacchera@gmail.com,Lighting,45.489183,9.186549,13,5037311,514577,32T,Lighting,6,,
4beed982-7762-4cf4-a061-bb66414ffef7,2019-12-02T14:04:27.080Z,2019-12-02T14:17:37.000Z,alessandro.zacchera@gmail.com,"Width of sidewalk",45.489168,9.186556,12,5037310,514577,32T,"Width of sidewalk",4.5,"Larger sidewalk tram stop",
15dc2128-f1e1-41b3-804b-cf63671a8223,2019-12-02T14:03:35.000Z,2019-12-02T14:17:36.000Z,alessandro.zacchera@gmail.com,"On-street parking",45.48914,9.186585,12,5037306,514580,32T,"On-street parking",1,,
b2102f54-6126-439f-b6f3-f9ed5648485a,2019-12-02T14:03:08.275Z,2019-12-02T14:17:35.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.489177,9.186616,15,5037311,514582,32T,"Number of lanes",1,,
46b5862f-8d93-4681-86ef-82288e407550,2019-11-25T12:48:08.748Z,2019-11-25T12:48:25.000Z,alessandro.zacchera@gmail.com,"Number of lanes",45.478697,9.231488,17,5036155,518092,32T,"Number of lanes",0.125,,
